Date,Open,High,Low,Close,Adj Close,Volume
16-07-2015,492.75,495.600006,489.549988,493.899994,418.602173,197530
17-07-2015,494.950012,501.975006,494.5,501,424.619751,397040
20-07-2015,501.625,505,493.625,500.950012,424.577393,347480
21-07-2015,511.100006,563.875,511.100006,556.325012,471.510132,2835130
22-07-2015,552.5,555.724976,537.875,551.299988,467.25119,608726
23-07-2015,551.5,558.849976,545.5,549.424988,465.662079,368126
24-07-2015,550,553.099976,541.200012,544.674988,461.63623,247380
27-07-2015,544.5,544.5,530.25,532.5,451.317383,442272
28-07-2015,538.5,538.5,527.75,531.75,450.681763,252208
29-07-2015,534,546.125,532.5,542.599976,459.877594,260698
30-07-2015,545,545,529.875,534.549988,453.054932,222822
31-07-2015,539.5,540.599976,530.799988,539.025024,456.847656,286918
03-08-2015,540,545.75,534.5,539.525024,457.271454,253720
04-08-2015,539,540,526.5,529.900024,449.1138,352202
05-08-2015,532.5,545,532.5,543.275024,460.449646,215864
06-08-2015,545.099976,552.974976,539.5,544.724976,461.678589,371854
07-08-2015,544.724976,550.450012,540,547.799988,464.284821,204284
10-08-2015,548.5,553,534.049988,540.974976,458.500336,205472
11-08-2015,549.450012,557.5,536.75,552.174988,467.992706,456668
12-08-2015,555,573.5,555,570.875,483.841858,509318
13-08-2015,573.5,583,565,578.424988,490.240997,590616
14-08-2015,583,584.400024,571.5,574.5,486.914246,369230
17-08-2015,575,575.375,561.25,570.924988,483.884277,188892
18-08-2015,573.5,588.5,573.5,581.900024,493.186157,365950
19-08-2015,583,593,581.900024,587.525024,497.953583,569144
20-08-2015,585,585,565.099976,569.099976,482.337585,477064
21-08-2015,570.5,579.700012,559.549988,575.299988,487.592255,465234
24-08-2015,560,561.5,540.025024,546.325012,463.034668,680698
25-08-2015,548,560,522.5,543.25,460.428436,505044
26-08-2015,549.5,549.5,529.799988,532.674988,451.465759,374788
27-08-2015,545,549.450012,538.25,542.049988,459.411438,239770
28-08-2015,547.599976,562,547.5,555.349976,470.683807,340600
31-08-2015,565,565,541.799988,547.599976,464.115356,389940
01-09-2015,544.974976,557.200012,541.049988,544.825012,461.763458,388726
02-09-2015,550,557.299988,545.049988,550.150024,466.276611,314152
03-09-2015,555,555.525024,546.974976,550.325012,466.424896,169652
04-09-2015,553.900024,555,534,536.900024,455.0466,316660
07-09-2015,540.5,542,527.5,529.799988,449.029053,229390
08-09-2015,531.5,537.224976,526.174988,529.650024,448.901886,289944
09-09-2015,544,549.5,536.25,544.25,461.276154,295314
10-09-2015,544,545.349976,530.849976,540.174988,457.822266,249656
11-09-2015,546,552.724976,542.625,545.349976,462.208344,264426
14-09-2015,548.099976,550,541.275024,548.875,465.195953,175970
15-09-2015,549.5,552.150024,544.049988,549.200012,465.471405,171054
16-09-2015,552.5,554.224976,549.099976,550.75,466.785095,509406
18-09-2015,555,559,549.625,552.375,468.162292,286152
21-09-2015,550,554.099976,548.5,552.325012,468.119965,174482
22-09-2015,557.5,567.700012,550,552.75,468.480164,378242
23-09-2015,554.900024,563,548.75,558.325012,473.205292,222834
24-09-2015,555.5,574.799988,555.025024,570.700012,483.693665,397886
28-09-2015,570,571.674988,551.525024,554.099976,469.624268,305320
29-09-2015,551,566,549,560.549988,475.091003,335232
30-09-2015,566.5,582.674988,563.775024,580.224976,491.766449,434424
01-10-2015,584.950012,598.5,581.174988,586.625,497.190704,435728
05-10-2015,588.025024,594.450012,581.275024,590.25,500.263184,299074
06-10-2015,592.5,595,574.299988,577.424988,489.393311,403586
07-10-2015,578.950012,584.450012,564.174988,566.575012,480.19751,407706
08-10-2015,570,574.825012,563,566.224976,479.900818,283918
09-10-2015,566.5,586.299988,566.5,583.924988,494.902405,727298
12-10-2015,601.349976,609.5,554.450012,561.25,475.684296,2542272
13-10-2015,553.5,557.400024,543.549988,549.325012,465.577271,916376
14-10-2015,545,557.5,545,548.724976,465.068817,480008
15-10-2015,551,554,544.5,548.5,464.878082,414802
16-10-2015,550,551.599976,545,546.875,467.764832,290134
19-10-2015,550,558.5,550,556.099976,475.655365,316740
20-10-2015,556.5,564.900024,555.799988,562.674988,481.279297,340046
21-10-2015,562.974976,573,562.674988,568.799988,486.518219,342012
23-10-2015,570,576,562.549988,574.275024,491.201324,298394
26-10-2015,575,578.625,571.5,575.700012,492.420166,216648
27-10-2015,575.5,577,572,574.224976,491.1586,128126
28-10-2015,573,580,569.75,575.674988,492.398773,195024
29-10-2015,575,577.5,568,571.349976,488.699219,135184
30-10-2015,571.349976,572,565.25,568.025024,485.855377,149532
02-11-2015,565,567.5,557.150024,565.775024,483.930939,160650
03-11-2015,567,574.5,567,571.5,488.827606,217568
04-11-2015,574,577.799988,566.549988,568.525024,486.28299,184770
05-11-2015,569.5,572.424988,558.525024,561.224976,480.038971,290764
06-11-2015,562.5,571.349976,562.5,569.025024,486.710754,162332
09-11-2015,560,568.825012,557.5,566.974976,484.957153,183944
10-11-2015,567,567,551,553.200012,473.174957,227256
13-11-2015,553.5,553.5,545,550.224976,470.630249,176286
16-11-2015,542.5,546.875,533.549988,540.099976,461.969971,318022
17-11-2015,541,542,526.025024,530.549988,453.801422,663038
18-11-2015,522,522.174988,506.125,509.924988,436.160065,817628
19-11-2015,516,525.875,512.299988,523.650024,447.899597,601380
20-11-2015,525,531,521.325012,526.450012,450.294495,282128
23-11-2015,525.75,530.650024,519.025024,526.75,450.551117,250472
24-11-2015,522.5,525,518.5,520.5,445.2052,241398
26-11-2015,522,529.349976,517.5,526.599976,450.422791,246762
27-11-2015,525,534.825012,523.099976,533.150024,456.025391,234744
30-11-2015,535,549,528,544.224976,465.49826,300878
01-12-2015,544.25,546.525024,536,538.325012,460.451752,206418
02-12-2015,541,541,529.025024,530.099976,453.416534,200834
03-12-2015,531.25,532.625,525,528,451.620331,354260
04-12-2015,526.5,531.799988,520.450012,523.900024,448.113434,627738
07-12-2015,526,529.275024,520.125,522.924988,447.279388,179544
08-12-2015,522.5,531,520.549988,522.474976,446.894501,185192
09-12-2015,522,523.799988,511.75,514.674988,440.22287,742714
10-12-2015,517.549988,525.75,515.224976,523.200012,447.514679,429594
11-12-2015,525.049988,530.450012,523,526.174988,450.059326,366480
14-12-2015,525,536.650024,524.5,534.75,457.393921,304450
15-12-2015,537.5,539.900024,529.075012,538.450012,460.558655,244454
16-12-2015,540,548.900024,540,547.700012,468.470551,228204
17-12-2015,550,555,544,553.474976,473.410095,478466
18-12-2015,549,551.474976,540.049988,542.974976,464.429047,362608
21-12-2015,537.5,552.375,535.450012,551,471.293152,226296
22-12-2015,550,550,540.25,541.799988,463.424072,203308
23-12-2015,544,550,543.5,549,469.58252,169938
24-12-2015,550,551.700012,545.200012,547.924988,468.663055,89454
28-12-2015,546.349976,553.799988,545,550.825012,471.143494,159150
29-12-2015,550.549988,554.825012,548.75,551.875,472.041626,112406
30-12-2015,550,553.174988,541.75,543.025024,464.471863,182804
31-12-2015,544,554.5,544,552.275024,472.38382,161366
01-01-2016,550,554.450012,547.150024,551.575012,471.784912,108246
04-01-2016,551.575012,551.575012,538.75,540.299988,462.141022,173522
05-01-2016,541.5,544,531.5,537.400024,459.660583,236656
06-01-2016,536.5,537.25,529.549988,534.724976,457.372467,216180
07-01-2016,530,533.974976,524.150024,525.625,449.588867,192644
08-01-2016,528,534.25,527.950012,531.325012,454.464355,168836
11-01-2016,530,534.724976,526.25,528.549988,452.09082,515436
12-01-2016,529.5,530.75,515.924988,525.025024,449.075745,279796
13-01-2016,525,545,523.799988,541.174988,462.889404,492856
14-01-2016,534,577.5,527.474976,564.349976,482.712006,3483380
15-01-2016,572.5,581.724976,568.275024,570.099976,487.630157,491482
18-01-2016,569,580.724976,564,565.974976,484.101868,364782
19-01-2016,567.5,579.349976,564.75,569.549988,487.159637,714206
20-01-2016,569.549988,572.5,558.299988,560.825012,479.69693,421832
21-01-2016,564,571.25,561.25,568.25,486.047699,316252
22-01-2016,570,576,565,567.950012,485.79129,229020
25-01-2016,570,573.474976,562.799988,568.825012,486.539612,165914
27-01-2016,574.700012,574.924988,568,569.174988,486.838928,130296
28-01-2016,569,571.25,563.849976,565.674988,483.845123,103440
29-01-2016,567.5,584.849976,566,582.424988,498.172363,507566
01-02-2016,585,589.924988,581.5,585.650024,500.930878,162792
02-02-2016,586,594.125,584,587.400024,502.427673,318504
03-02-2016,585.5,587.5,576.349976,579.075012,495.306976,118190
04-02-2016,582,596.799988,580.875,589.950012,504.608734,222264
05-02-2016,589.5,592.724976,586.049988,587.474976,502.491791,128474
08-02-2016,585,585.900024,571.674988,574.549988,491.436462,211512
09-02-2016,565,565,547,554.650024,474.415222,302548
10-02-2016,554,563.5,552.775024,555.075012,474.778687,238626
11-02-2016,557,557,536.174988,540.575012,462.376312,244902
12-02-2016,543,551.75,533.5,541.75,463.381256,325762
15-02-2016,545,549.974976,543.400024,545.674988,466.738464,3022024
16-02-2016,545,546,537.575012,540.5,462.312042,581704
17-02-2016,541,550.700012,538.5,547.724976,468.491852,776758
18-02-2016,548.5,563.224976,548.5,561.349976,480.145935,181520
19-02-2016,561.450012,566.625,557.325012,562,480.701843,149802
22-02-2016,566.5,566.5,557.150024,562.650024,481.257874,214020
23-02-2016,566.5,566.5,558.525024,561.974976,480.680481,159470
24-02-2016,561.5,571.974976,559.5,562.700012,481.300598,410578
25-02-2016,562.5,565.200012,551,555.625,475.249084,579744
26-02-2016,556.5,565.375,556.5,560.525024,479.440308,321374
29-02-2016,565,565,534.674988,541.875,463.488098,431018
01-03-2016,549,565.5,544.5,562.25,480.915802,252388
02-03-2016,566,581,562.5,578.125,494.494324,397982
03-03-2016,584.5,596.450012,577.575012,584.575012,500.011292,394196
04-03-2016,585,592.200012,580,585.275024,500.610077,251948
08-03-2016,585,595,574,581.775024,497.616333,253412
09-03-2016,573.5,591.900024,572,589.25,504.009888,239256
10-03-2016,582,582.049988,571.474976,572.974976,490.089294,3155956
11-03-2016,573,578.049988,569.5,571.25,488.613831,158366
14-03-2016,575,577.25,569,570.474976,487.950928,149740
15-03-2016,573,576.950012,564.5,567.174988,485.128479,151886
16-03-2016,569.974976,577.450012,566.025024,576,492.676575,139678
17-03-2016,578,584.950012,577,580.099976,496.183624,134226
18-03-2016,580.5,597.900024,580.5,595.099976,509.013733,296614
21-03-2016,593.5,599.5,590.099976,597.5,511.066559,240222
22-03-2016,597,597,586.150024,594.950012,508.885529,213742
23-03-2016,594.5,606,590.974976,603.875,516.519287,319952
28-03-2016,614.974976,617.325012,598.099976,602.349976,515.214966,324504
29-03-2016,600,608.75,595.799988,599.474976,512.755798,229150
30-03-2016,600,604.5,598,602.900024,515.685425,157122
31-03-2016,605,614.474976,600.299988,608.974976,520.881531,227746
01-04-2016,606,610.900024,598.5,602.950012,515.72821,246596
04-04-2016,606,624.950012,606,621.775024,531.829956,238336
05-04-2016,621.5,621.5,607.5,609.299988,521.159607,493268
06-04-2016,612.25,614,598.5,600.549988,513.675354,206588
07-04-2016,606,607.424988,582,590.825012,505.357208,11664050
08-04-2016,587.5,589,581.025024,583.674988,499.241486,184382
11-04-2016,583.5,593.625,575.700012,592.200012,506.533234,295464
12-04-2016,592.5,597.474976,589.299988,591.150024,505.635071,340054
13-04-2016,597,597.5,583.25,586.025024,501.251526,1603664
18-04-2016,622.775024,633.950012,616.724976,619.400024,529.798523,1507724
20-04-2016,622.5,624.974976,612.75,621.625,531.70166,303850
21-04-2016,625,625,609.5,613.200012,524.495544,302828
22-04-2016,610.5,614.5,605,606.924988,519.128052,192608
25-04-2016,607,612.224976,600.525024,608.525024,520.496826,258466
26-04-2016,607.5,619.5,604.5,616.474976,527.296631,241440
27-04-2016,614.950012,621,614.099976,620,530.311707,138848
28-04-2016,616.5,619.950012,605.025024,605.724976,518.101746,1035318
29-04-2016,606,612.200012,603,605.424988,517.845215,187986
02-05-2016,607,607,598.150024,600.325012,513.48291,232966
03-05-2016,600,606.025024,587.150024,590.375,504.97229,277110
04-05-2016,595.5,596.25,585.775024,594.775024,508.735809,216096
05-05-2016,595.5,599.5,590.924988,596.224976,509.975861,1063040
06-05-2016,596,596,588.349976,590.724976,505.271606,147082
09-05-2016,595,600.25,590.775024,599.575012,512.84137,152538
10-05-2016,600,608,598.200012,606.275024,518.572083,148546
11-05-2016,602.5,607.474976,596.5,600.525024,513.654114,218318
12-05-2016,604.474976,606.25,598.900024,605.099976,517.5672,231536
13-05-2016,603.5,604.5,596.325012,603.349976,516.070435,165776
16-05-2016,605,610.875,604,606.974976,519.170837,161808
17-05-2016,609,612.5,605,607.025024,519.213684,123780
18-05-2016,601.75,606.974976,599,604.875,517.374695,132034
19-05-2016,604.5,607.924988,600.549988,602.674988,515.492981,83674
20-05-2016,602,609.75,600.025024,600.875,513.953369,98848
23-05-2016,600.75,602.200012,592.775024,595.375,509.248932,214492
24-05-2016,595,597,589.25,594.099976,508.158356,169494
25-05-2016,598,606.424988,598,604.424988,516.989746,108922
26-05-2016,604,618.450012,604,615.825012,526.740784,225748
27-05-2016,615,628.424988,615,623.200012,533.048889,339298
30-05-2016,623.5,635,622.049988,631.724976,540.340515,264358
31-05-2016,634,634,619.5,624.924988,534.524292,145928
01-06-2016,620.5,633.75,620.5,628.224976,537.346802,175354
02-06-2016,626.5,637,626.5,630.125,538.972107,211590
03-06-2016,632,639,631.724976,633.224976,541.623596,127028
06-06-2016,635,638.625,630.025024,633.549988,541.901611,98384
07-06-2016,633.5,636,627.674988,628.599976,537.667542,590880
08-06-2016,630,632.474976,618,619.150024,529.584839,404526
09-06-2016,614.450012,614.450012,590.549988,592.724976,512.884399,991190
10-06-2016,587.75,595,585.450012,590.400024,510.872589,495652
13-06-2016,588,592.900024,583.125,591.275024,511.629761,243026
14-06-2016,591.549988,592.450012,583.875,587.599976,508.44986,198806
15-06-2016,590,595.575012,589.5,594.599976,514.506897,253784
16-06-2016,596.849976,596.849976,585.25,593.099976,513.208801,322474
17-06-2016,595,595.700012,587.549988,589.150024,509.790985,206910
20-06-2016,589.099976,605.950012,588.950012,604.299988,522.90033,288708
21-06-2016,604.5,607.5,598.25,602.950012,521.732117,240704
22-06-2016,598.625,605.849976,595,599.275024,518.552063,153030
23-06-2016,599.950012,607.325012,596.724976,605.775024,524.176636,319910
24-06-2016,599.5,599.5,579.5,597.25,516.799866,454154
27-06-2016,588,589.900024,580,583.125,504.577484,385484
28-06-2016,583.125,586.5,578,580.525024,502.327698,375296
29-06-2016,582.5,589.674988,580.625,588.275024,509.033813,239578
30-06-2016,596.349976,596.349976,584.049988,585.375,506.524445,290160
01-07-2016,590,590.275024,585,586.049988,507.108521,194674
04-07-2016,588,597.400024,588,592.125,512.365295,318490
05-07-2016,592.5,592.75,585.775024,587.724976,508.557861,146396
07-07-2016,587.724976,587.724976,577.5,578.599976,500.662048,335394
08-07-2016,588.599976,588.599976,576.599976,579.375,501.332581,2611198
11-07-2016,582.5,589,580.25,587.424988,508.298309,253976
12-07-2016,587,590,584,588,508.795959,186554
13-07-2016,590,597.5,587.549988,596.575012,516.215942,264418
14-07-2016,597.5,597.525024,582.599976,587.924988,508.731049,487688
15-07-2016,593.174988,597.5,529.150024,536.125,463.908508,5421766
18-07-2016,537.5,542.224976,528,540.849976,467.99704,1899600
19-07-2016,543.25,544.5,537.5,543.150024,469.987183,1387444
20-07-2016,535.5,544.75,535,541.525024,468.581085,520922
21-07-2016,540,543.5,537.75,540.174988,467.412933,1933532
22-07-2016,537.5,538.724976,533.5,536.325012,464.081543,459496
25-07-2016,532.5,541.5,532.5,540.25,467.477844,446068
26-07-2016,540,544.900024,537,544.400024,471.068787,476364
27-07-2016,544.349976,548.549988,540,543.775024,470.528076,750834
28-07-2016,543.775024,543.775024,538.025024,539.599976,466.915375,662050
29-07-2016,539,539,533.5,536.974976,464.644012,480618
01-08-2016,537,543.75,534.5,542.5,469.424805,583158
02-08-2016,544.950012,544.950012,538.025024,542.150024,469.121918,392734
03-08-2016,542.5,543.625,536,542.5,469.424805,321388
04-08-2016,545,545,535,536.075012,463.865204,416868
05-08-2016,532.5,537,525.5,533.700012,461.81012,469326
08-08-2016,534,541.299988,530.825012,539.400024,466.742371,2079522
09-08-2016,539.5,542.125,535.775024,540.75,467.910492,273016
10-08-2016,539.950012,543.025024,537.525024,539.974976,467.239838,254408
11-08-2016,540.950012,547,537.900024,538.549988,466.006775,419126
12-08-2016,537.5,539.424988,530,531.650024,460.036285,464624
16-08-2016,521,529,513.799988,525.474976,454.693054,662214
17-08-2016,523,525.950012,515.25,516.700012,447.100037,407524
18-08-2016,517.5,522.400024,511.475006,512.150024,443.162964,459584
19-08-2016,513.25,519.450012,509.5,510.549988,441.778412,373432
22-08-2016,510.549988,515,504.600006,507.700012,439.312378,421304
23-08-2016,508.225006,520.5,508.225006,519.625,449.631042,466584
24-08-2016,522.5,530.974976,522.5,528.775024,457.548584,364418
25-08-2016,529,529,516.150024,518.275024,448.462952,239380
26-08-2016,518.5,523,508.549988,510.375,441.627014,362042
29-08-2016,510,514,505.899994,511.125,442.276001,401536
30-08-2016,518.5,527.549988,512.400024,520.5,450.388184,377018
31-08-2016,520.75,523,515.299988,518.400024,448.571075,427828
01-09-2016,518,519.950012,516.125,518.825012,448.938812,207814
02-09-2016,518.5,519.5,513.400024,515.525024,446.083313,2088956
06-09-2016,520,524.450012,517.5,522.549988,452.162018,572150
07-09-2016,522.5,529.25,521.75,527.5,456.445343,524404
08-09-2016,524,525,512.5,518.950012,449.046997,1112786
09-09-2016,519,520.375,513.825012,518,448.224915,463250
12-09-2016,514,528.599976,513,527,456.012634,601474
14-09-2016,527.5,528.650024,521.5,523.549988,453.027344,785042
15-09-2016,524,527.400024,518.025024,520.674988,450.539612,299198
16-09-2016,525.5,532.075012,519,530.174988,458.759918,412928
19-09-2016,525,534.325012,521.5,530.575012,459.106049,1291244
20-09-2016,527,528.625,523.25,525.174988,454.433502,175638
21-09-2016,525.5,530.125,525.5,528.349976,457.180725,187360
22-09-2016,528,530.325012,525.799988,529.25,457.959503,140296
23-09-2016,529.5,529.924988,520,521.5,451.253448,180462
26-09-2016,520.5,521.5,515.700012,517.849976,448.095123,1480496
27-09-2016,517.849976,524.775024,517.5,520.224976,450.150208,359418
28-09-2016,520,520.900024,517,519.299988,449.349823,359716
29-09-2016,520.5,522,512,514.950012,445.585724,692438
30-09-2016,515.5,521.924988,515.5,519.049988,449.133484,442260
03-10-2016,519.049988,520.400024,513.25,518.924988,449.025299,183024
04-10-2016,520,525.549988,519,524.400024,453.762817,219896
05-10-2016,524.349976,524.75,518.5,520.575012,450.453125,127792
06-10-2016,520.5,520.575012,512.5,513.325012,444.179657,223030
07-10-2016,515,516.375,505.024994,506.325012,438.12265,775506
10-10-2016,507.274994,516,505,514.775024,445.434326,415070
13-10-2016,514.724976,528.75,512.275024,526.025024,455.168945,701788
14-10-2016,530,540.349976,498.075012,513.700012,444.50415,3713156
17-10-2016,518,520.875,508.950012,511.024994,442.189514,467654
18-10-2016,515,519.950012,513.700012,519.099976,449.176788,279934
19-10-2016,521,522.525024,517.5,520.799988,450.647766,252370
20-10-2016,520.549988,524.974976,517.5,518.474976,448.635864,213322
21-10-2016,517.5,520.5,512.525024,519.049988,453.948975,140864
24-10-2016,520,521,513.5,514.5,449.969666,151990
25-10-2016,514.950012,517.950012,507.75,508.674988,444.875214,225310
26-10-2016,510,510.299988,505.049988,507.424988,443.782043,285510
27-10-2016,507.950012,509.899994,502.174988,503.075012,439.977631,243686
28-10-2016,503.5,504.899994,497,498.725006,436.173248,473538
01-11-2016,504.924988,504.924988,493,494.424988,432.412506,460658
02-11-2016,494,494,490,490.549988,429.02356,282598
03-11-2016,492.25,492.25,482.549988,483.450012,422.814056,418810
04-11-2016,483.450012,489.424988,481,485.399994,424.519501,406896
07-11-2016,491.125,495,487.799988,489.375,427.995911,213416
08-11-2016,493.024994,495,485.475006,491.399994,429.766937,294210
09-11-2016,470,486.850006,450.149994,477.924988,417.981995,816640
10-11-2016,480.524994,482.600006,467.5,469.299988,410.438782,542896
11-11-2016,470,471,459.5,460.924988,403.114166,431212
15-11-2016,461,469,454.774994,462.375,404.382324,489250
16-11-2016,463.049988,478.350006,463.049988,470.049988,411.094727,364868
17-11-2016,467.399994,474.5,463.125,464.774994,406.481354,271942
18-11-2016,464.899994,466.450012,459,459.899994,402.217743,208634
21-11-2016,465.450012,465.450012,453.375,455.575012,398.435211,264722
22-11-2016,460.875,464,456,456.975006,399.659637,206896
23-11-2016,462,462,456.600006,460.25,402.523926,342490
